"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка покупки авто. Негативный","21518","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Tue Aug 19 11:11:14 UTC 2025","failed","Tue Aug 19 11:11:36 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCarNegative"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","2539","Проверка функциональности поля ввода на странице","Team three PFLB Test","Tue Aug 19 11:05:59 UTC 2025","passed","Tue Aug 19 11:06:02 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkInput"
"Проверка создания нового авто. Негативный","21848","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 11:09:39 UTC 2025","failed","Tue Aug 19 11:10:01 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCarNegative"
"Позитивный сценарий создания пользователя с полным набором валидных данных","21416","Система должна успешно создавать пользователя при заполнении всех обязательных полей валидными данными","Team three PFLB Test","Tue Aug 19 11:09:54 UTC 2025","failed","Tue Aug 19 11:10:15 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkValidUserCreation"
"Проверка что на странице ReadUserWithCars присутствуют все необходимые элементы навигации и управления","1108","Проверка отображения всех элементов навигации на странице","Team three PFLB Test","Tue Aug 19 11:06:31 UTC 2025","passed","Tue Aug 19 11:06:32 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUsersReadAllWithCarsNavBar"
"Негативный сценарий: создание пользователя без указания имени","21722","Система должна отклонять попытку создания пользователя с пустым именем","Team three PFLB Test","Tue Aug 19 11:06:29 UTC 2025","failed","Tue Aug 19 11:06:50 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkEmptyFirstName"
"Сортировка авто по id","1138","Сортировка авто по id","Team three PFLB Test","Tue Aug 19 11:08:24 UTC 2025","passed","Tue Aug 19 11:08:26 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sortCars"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","11471","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Tue Aug 19 11:06:17 UTC 2025","failed","Tue Aug 19 11:06:29 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUserInTable"
"Позитивный сценарий пополнения баланса пользователя","21422","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Tue Aug 19 11:07:55 UTC 2025","failed","Tue Aug 19 11:08:16 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkValidMoneyAddition"
"Проверка корректного отображения страницы UsersReadAll: 1. Видимость элементов управления 2. Наличие данных в таблице 3. Работа сортировки по ID 4. Работа сортировки по имени","21427","Комплексная проверка страницы со списком всех пользователей","Team three PFLB Test","Tue Aug 19 11:15:02 UTC 2025","failed","Tue Aug 19 11:15:23 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkOpenUsersReadAll"
"Проверка создания пользователя с предельно допустимым возрастом","21369","Система должна корректно обрабатывать максимально допустимый возраст пользователя (123 года)","Team three PFLB Test","Tue Aug 19 11:07:20 UTC 2025","failed","Tue Aug 19 11:07:41 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkMaxAgeLimitValidation"
"Негативный сценарий: пополнение баланса текстовым значением","1255","Система должна отклонять нечисловые значения в поле суммы","Team three PFLB Test","Tue Aug 19 11:07:24 UTC 2025","passed","Tue Aug 19 11:07:25 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMoneyWithText"
"Проверка продажи авто. Негативный","2310","Тест проверяет продажу авто. Негативный","Team three PFLB Test","Tue Aug 19 11:12:25 UTC 2025","passed","Tue Aug 19 11:12:27 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCarNegative"
"Проверка продажи авто","21771","Тест проверяет продажу авто","Team three PFLB Test","Tue Aug 19 11:12:01 UTC 2025","failed","Tue Aug 19 11:12:23 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCar"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","1134","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 11:05:32 UTC 2025","passed","Tue Aug 19 11:05:33 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","632","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 11:05:47 UTC 2025","passed","Tue Aug 19 11:05:48 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка boundary-значения для минимальной суммы пополнения","21731","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Tue Aug 19 11:07:00 UTC 2025","failed","Tue Aug 19 11:07:22 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMinAndMaxMoney"
"Проверка создания нового авто","21902","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 11:08:51 UTC 2025","failed","Tue Aug 19 11:09:13 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCar"
"Негативный сценарий: создание пользователя без указания пола","21350","Проверка обязательности выбора пола при создании пользователя","Team three PFLB Test","Tue Aug 19 11:12:28 UTC 2025","failed","Tue Aug 19 11:12:50 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","createUserWithoutSexSelection"
"Проверка покупки авто","21717","Тест проверяет покупку авто","Team three PFLB Test","Tue Aug 19 11:10:27 UTC 2025","failed","Tue Aug 19 11:10:49 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCar"
"E2E тест создания и проверки пользователя: 1. Генерация случайного пользователя 2. Создание пользователя через UI 3. Проверка его отображения в таблице UsersReadAll","21333","Проверка отображения созданного пользователя в общем списке","Team three PFLB Test","Tue Aug 19 11:14:11 UTC 2025","failed","Tue Aug 19 11:14:32 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkNewUserInTable"
"Негативный сценарий: проверка валидации нулевого возраста","21378","Система должна отклонять попытки создания пользователя с нулевым возрастом","Team three PFLB Test","Tue Aug 19 11:10:45 UTC 2025","failed","Tue Aug 19 11:11:07 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkZeroAgeValidation"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","622","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 11:05:42 UTC 2025","passed","Tue Aug 19 11:05:43 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка обработки нестандартных символов в поле фамилии","21390","Проверка поддержки специальных символов и цифр в поле фамилии пользователя","Team three PFLB Test","Tue Aug 19 11:11:37 UTC 2025","failed","Tue Aug 19 11:11:58 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","createUserWithNonStandardLastName"
