"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Позитивный сценарий создания пользователя с полным набором валидных данных","21441","Система должна успешно создавать пользователя при заполнении всех обязательных полей валидными данными","Team three PFLB Test","Tue Aug 19 17:44:36 UTC 2025","failed","Tue Aug 19 17:44:58 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkValidUserCreation"
"Негативный сценарий: проверка валидации отрицательного возраста","21440","Система должна блокировать создание пользователей с отрицательным возрастом","Team three PFLB Test","Tue Aug 19 17:42:54 UTC 2025","failed","Tue Aug 19 17:43:16 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkNegativeAgeValidation"
"Проверка покупки авто","21671","Тест проверяет покупку авто","Team three PFLB Test","Tue Aug 19 17:30:36 UTC 2025","failed","Tue Aug 19 17:30:58 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCar"
"Проверка обработки нестандартных символов в поле фамилии","21448","Проверка поддержки специальных символов и цифр в поле фамилии пользователя","Team three PFLB Test","Tue Aug 19 17:48:00 UTC 2025","failed","Tue Aug 19 17:48:22 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","createUserWithNonStandardLastName"
"Негативный сценарий: пополнение баланса отрицательным значением","1551","Система должна отклонять попытки пополнения баланса отрицательной суммой","Team three PFLB Test","Tue Aug 19 17:24:30 UTC 2025","passed","Tue Aug 19 17:24:32 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkNegativeMoney"
"Проверка покупки авто. Негативный","21743","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Tue Aug 19 17:32:11 UTC 2025","failed","Tue Aug 19 17:32:33 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCarNegative"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","1063","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Tue Aug 19 17:22:50 UTC 2025","passed","Tue Aug 19 17:22:51 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","openedReadUserWithCarsPage"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","556","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 17:36:21 UTC 2025","passed","Tue Aug 19 17:36:21 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка продажи авто","21707","Тест проверяет продажу авто","Team three PFLB Test","Tue Aug 19 17:33:45 UTC 2025","failed","Tue Aug 19 17:34:07 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCar"
"Проверка создания пользователя с предельно допустимым возрастом","21503","Система должна корректно обрабатывать максимально допустимый возраст пользователя (123 года)","Team three PFLB Test","Tue Aug 19 17:39:30 UTC 2025","failed","Tue Aug 19 17:39:51 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","checkMaxAgeLimitValidation"
"Проверка корректного отображения страницы UsersReadAll: 1. Видимость элементов управления 2. Наличие данных в таблице 3. Работа сортировки по ID 4. Работа сортировки по имени","21389","Комплексная проверка страницы со списком всех пользователей","Team three PFLB Test","Tue Aug 19 17:54:49 UTC 2025","failed","Tue Aug 19 17:55:10 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkOpenUsersReadAll"
"Проверка boundary-значения для минимальной суммы пополнения","21648","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Tue Aug 19 17:24:03 UTC 2025","failed","Tue Aug 19 17:24:25 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMinAndMaxMoney"
"Негативный сценарий: пополнение баланса текстовым значением","1539","Система должна отклонять нечисловые значения в поле суммы","Team three PFLB Test","Tue Aug 19 17:24:27 UTC 2025","passed","Tue Aug 19 17:24:28 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMoneyWithText"
"Позитивный сценарий пополнения баланса пользователя","21648","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Tue Aug 19 17:25:44 UTC 2025","failed","Tue Aug 19 17:26:06 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkValidMoneyAddition"
"Проверка что на странице ReadUserWithCars присутствуют все необходимые элементы навигации и управления","1440","Проверка отображения всех элементов навигации на странице","Team three PFLB Test","Tue Aug 19 17:22:46 UTC 2025","passed","Tue Aug 19 17:22:48 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUsersReadAllWithCarsNavBar"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","553","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 17:36:16 UTC 2025","passed","Tue Aug 19 17:36:17 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Позитивный тест авторизации: ввод валидного email и пароля, проверка сообщения об успешной авторизации","1082","Проверка успешной авторизации с корректными учетными данными","Team three PFLB Test","Tue Aug 19 17:36:25 UTC 2025","passed","Tue Aug 19 17:36:27 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","successfulLoginWithValidCredentials"
"Проверка создания нового авто","21780","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 17:27:28 UTC 2025","failed","Tue Aug 19 17:27:50 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCar"
"Негативный сценарий: создание пользователя без указания пола","21432","Проверка обязательности выбора пола при создании пользователя","Team three PFLB Test","Tue Aug 19 17:49:42 UTC 2025","failed","Tue Aug 19 17:50:04 UTC 2025","tests.ui.CreateUserTest","Firefox","tests.ui.CreateUserTest","createUserWithoutSexSelection"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","2024","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Tue Aug 19 17:22:42 UTC 2025","passed","Tue Aug 19 17:22:45 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUserInTable"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","1978","Проверка функциональности поля ввода на странице","Team three PFLB Test","Tue Aug 19 17:22:39 UTC 2025","passed","Tue Aug 19 17:22:41 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkInput"
