"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка создания нового авто","0","Тест проверяет создание нового авто","Team three PFLB Test","Mon Aug 18 16:56:10 UTC 2025","skipped","Mon Aug 18 16:56:10 UTC 2025","tests.CarTest","Chrome","tests.CarTest","createCar"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","1","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 16:56:05 UTC 2025","skipped","Mon Aug 18 16:56:05 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Сортировка авто по id","0","Сортировка авто по id","Team three PFLB Test","Mon Aug 18 16:56:10 UTC 2025","skipped","Mon Aug 18 16:56:10 UTC 2025","tests.CarTest","Chrome","tests.CarTest","sortCars"
"Проверка покупки авто","0","Тест проверяет покупку авто","Team three PFLB Test","Mon Aug 18 16:56:10 UTC 2025","skipped","Mon Aug 18 16:56:10 UTC 2025","tests.CarTest","Chrome","tests.CarTest","buyCar"
"Проверка создания нового авто. Негативный","0","Тест проверяет создание нового авто","Team three PFLB Test","Mon Aug 18 16:56:10 UTC 2025","skipped","Mon Aug 18 16:56:10 UTC 2025","tests.CarTest","Chrome","tests.CarTest","createCarNegative"
"","0","setup","Team three PFLB Test","Mon Aug 18 16:56:10 UTC 2025","broken","Mon Aug 18 16:56:10 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","setup"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","1","Проверка функциональности поля ввода на странице","Team three PFLB Test","Mon Aug 18 16:56:05 UTC 2025","skipped","Mon Aug 18 16:56:05 UTC 2025","tests.ReadUserWithCarsTest","Chrome","tests.ReadUserWithCarsTest","checkInput"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","1","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Mon Aug 18 16:56:05 UTC 2025","skipped","Mon Aug 18 16:56:05 UTC 2025","tests.ReadUserWithCarsTest","Chrome","tests.ReadUserWithCarsTest","openedReadUserWithCarsPage"
"Позитивный сценарий пополнения баланса пользователя","1","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Mon Aug 18 16:56:10 UTC 2025","skipped","Mon Aug 18 16:56:10 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkValidMoneyAddition"
"","2","setup","Team three PFLB Test","Mon Aug 18 16:56:05 UTC 2025","broken","Mon Aug 18 16:56:05 UTC 2025","tests.ReadUserWithCarsTest","Chrome","tests.ReadUserWithCarsTest","setup"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","1","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 16:56:05 UTC 2025","skipped","Mon Aug 18 16:56:05 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Проверка продажи авто. Негативный","1","Тест проверяет продажу авто. Негативный","Team three PFLB Test","Mon Aug 18 16:56:10 UTC 2025","skipped","Mon Aug 18 16:56:10 UTC 2025","tests.CarTest","Chrome","tests.CarTest","sellCarNegative"
"Негативный сценарий: пополнение баланса отрицательным значением","0","Система должна отклонять попытки пополнения баланса отрицательной суммой","Team three PFLB Test","Mon Aug 18 16:56:10 UTC 2025","skipped","Mon Aug 18 16:56:10 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkNegativeMoney"
"Проверка корректности навигации к форме пополнения баланса пользователя","0","После успешной авторизации система должна корректно открывать форму пополнения баланса","Team three PFLB Test","Mon Aug 18 16:56:10 UTC 2025","skipped","Mon Aug 18 16:56:10 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","openedAddMoneyPage"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","1","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Mon Aug 18 16:56:05 UTC 2025","skipped","Mon Aug 18 16:56:05 UTC 2025","tests.ReadUserWithCarsTest","Chrome","tests.ReadUserWithCarsTest","checkUserInTable"
"Проверка продажи авто","0","Тест проверяет продажу авто","Team three PFLB Test","Mon Aug 18 16:56:10 UTC 2025","skipped","Mon Aug 18 16:56:10 UTC 2025","tests.CarTest","Chrome","tests.CarTest","sellCar"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","1","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 16:56:05 UTC 2025","skipped","Mon Aug 18 16:56:05 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
