"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","11344","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Tue Aug 19 16:20:56 UTC 2025","failed","Tue Aug 19 16:21:08 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUserInTable"
"Позитивный тест авторизации: ввод валидного email и пароля, проверка сообщения об успешной авторизации","738","Проверка успешной авторизации с корректными учетными данными","Team three PFLB Test","Tue Aug 19 16:23:15 UTC 2025","passed","Tue Aug 19 16:23:15 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","successfulLoginWithValidCredentials"
"Позитивный сценарий пополнения баланса пользователя","21350","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Tue Aug 19 16:22:33 UTC 2025","failed","Tue Aug 19 16:22:55 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkValidMoneyAddition"
"Негативный сценарий: создание пользователя без указания имени","1855","Система должна отклонять попытку создания пользователя с пустым именем","Team three PFLB Test","Tue Aug 19 16:23:17 UTC 2025","passed","Tue Aug 19 16:23:19 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkEmptyFirstName"
"Сортировка авто по id","1145","Сортировка авто по id","Team three PFLB Test","Tue Aug 19 16:27:06 UTC 2025","passed","Tue Aug 19 16:27:07 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sortCars"
"Проверка что на странице ReadUserWithCars присутствуют все необходимые элементы навигации и управления","1139","Проверка отображения всех элементов навигации на странице","Team three PFLB Test","Tue Aug 19 16:21:10 UTC 2025","passed","Tue Aug 19 16:21:11 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUsersReadAllWithCarsNavBar"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","384","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 16:23:10 UTC 2025","passed","Tue Aug 19 16:23:10 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка покупки авто","21676","Тест проверяет покупку авто","Team three PFLB Test","Tue Aug 19 16:29:08 UTC 2025","failed","Tue Aug 19 16:29:29 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCar"
"Проверка корректности навигации к форме пополнения баланса пользователя","1008","После успешной авторизации система должна корректно открывать форму пополнения баланса","Team three PFLB Test","Tue Aug 19 16:23:00 UTC 2025","passed","Tue Aug 19 16:23:01 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","openedAddMoneyPage"
"Проверка создания пользователя с предельно допустимым возрастом","21546","Система должна корректно обрабатывать максимально допустимый возраст пользователя (123 года)","Team three PFLB Test","Tue Aug 19 16:23:45 UTC 2025","failed","Tue Aug 19 16:24:06 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkMaxAgeLimitValidation"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","385","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 16:23:12 UTC 2025","passed","Tue Aug 19 16:23:13 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Негативный сценарий: пополнение баланса отрицательным значением","1487","Система должна отклонять попытки пополнения баланса отрицательной суммой","Team three PFLB Test","Tue Aug 19 16:22:06 UTC 2025","passed","Tue Aug 19 16:22:08 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkNegativeMoney"
"Проверка создания нового авто","21496","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 16:27:33 UTC 2025","failed","Tue Aug 19 16:27:55 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCar"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","1038","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Tue Aug 19 16:21:13 UTC 2025","passed","Tue Aug 19 16:21:14 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","openedReadUserWithCarsPage"
"Позитивный сценарий создания пользователя с полным набором валидных данных","21775","Система должна успешно создавать пользователя при заполнении всех обязательных полей валидными данными","Team three PFLB Test","Tue Aug 19 16:25:23 UTC 2025","failed","Tue Aug 19 16:25:45 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkValidUserCreation"
"Проверка создания нового авто. Негативный","21721","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 16:28:20 UTC 2025","failed","Tue Aug 19 16:28:42 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCarNegative"
"Проверка обработки нестандартных символов в поле фамилии","21551","Проверка поддержки специальных символов и цифр в поле фамилии пользователя","Team three PFLB Test","Tue Aug 19 16:26:14 UTC 2025","failed","Tue Aug 19 16:26:36 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","createUserWithNonStandardLastName"
"Проверка обработки нулевого значения при пополнении баланса","1257","Система должна корректно обрабатывать попытку пополнения на нулевую сумму","Team three PFLB Test","Tue Aug 19 16:22:57 UTC 2025","passed","Tue Aug 19 16:22:58 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkZeroMoney"
