"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка навигации к странице детальной информации о доме по его идентификатору","10877","Тест проверяет корректность открытия страницы просмотра дома по ID","Team three PFLB Test","Wed Aug 20 15:03:35 UTC 2025","passed","Wed Aug 20 15:03:46 UTC 2025","tests.ui.HousesReadByIdTest","Chrome","tests.ui.HousesReadByIdTest","openReadHouseById"
"Негативный сценарий: пополнение баланса текстовым значением","11427","Система должна отклонять нечисловые значения в поле суммы","Team three PFLB Test","Wed Aug 20 14:59:26 UTC 2025","passed","Wed Aug 20 14:59:38 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","checkMoneyWithText"
"Проверка навигации и доступности страницы HousesReadAll после авторизации","399","Тест проверяет корректность открытия страницы со списком всех домов","Team three PFLB Test","Wed Aug 20 15:02:24 UTC 2025","passed","Wed Aug 20 15:02:24 UTC 2025","tests.ui.HousesReadAllTest","Chrome","tests.ui.HousesReadAllTest","checkOpenHousesReadAllPage"
"Комплексная проверка отображения всех атрибутов дома при поиске по ID","7950","Тест проверяет корректность отображения данных о доме в таблице","Team three PFLB Test","Wed Aug 20 15:03:06 UTC 2025","passed","Wed Aug 20 15:03:14 UTC 2025","tests.ui.HousesReadByIdTest","Chrome","tests.ui.HousesReadByIdTest","checkHouse"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","457","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 15:00:45 UTC 2025","passed","Wed Aug 20 15:00:45 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Негативный сценарий: создание пользователя без указания имени","12234","Система должна отклонять попытку создания пользователя с пустым именем","Team three PFLB Test","Wed Aug 20 14:59:09 UTC 2025","passed","Wed Aug 20 14:59:22 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkEmptyFirstName"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","6763","Проверка функциональности поля ввода на странице","Team three PFLB Test","Wed Aug 20 15:01:15 UTC 2025","passed","Wed Aug 20 15:01:22 UTC 2025","tests.ui.ReadUserWithCarsTest","Firefox","tests.ui.ReadUserWithCarsTest","checkInput"
"Проверка продажи авто","11551","Тест проверяет продажу авто","Team three PFLB Test","Wed Aug 20 15:05:06 UTC 2025","passed","Wed Aug 20 15:05:18 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCar"
"Позитивный тест: проверка успешного выселения пользователя (houseId: 3, userId: 2203) с подтверждением статуса операции","6466","Проверка функционала выселения пользователя из дома","Team three PFLB Test","Wed Aug 20 15:03:48 UTC 2025","passed","Wed Aug 20 15:03:55 UTC 2025","tests.ui.SettleOrEvictUserTest","Chrome","tests.ui.SettleOrEvictUserTest","evictUserFromHouse"
"Позитивный тест авторизации: ввод валидного email и пароля, проверка сообщения об успешной авторизации","1074","Проверка успешной авторизации с корректными учетными данными","Team three PFLB Test","Wed Aug 20 15:01:10 UTC 2025","passed","Wed Aug 20 15:01:11 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","successfulLoginWithValidCredentials"
"Проверка обработки нулевого значения при пополнении баланса","11323","Система должна корректно обрабатывать попытку пополнения на нулевую сумму","Team three PFLB Test","Wed Aug 20 15:00:14 UTC 2025","passed","Wed Aug 20 15:00:25 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","checkZeroMoney"
"Проверка обработки нестандартных символов в поле фамилии","12093","Проверка поддержки специальных символов и цифр в поле фамилии пользователя","Team three PFLB Test","Wed Aug 20 15:00:51 UTC 2025","passed","Wed Aug 20 15:01:03 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","createUserWithNonStandardLastName"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","550","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 15:00:55 UTC 2025","passed","Wed Aug 20 15:00:55 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Верификация заголовков и структуры таблицы на странице HousesReadAll","4659","Тест проверяет наличие и корректность отображения всех полей в таблице домов","Team three PFLB Test","Wed Aug 20 15:02:29 UTC 2025","passed","Wed Aug 20 15:02:34 UTC 2025","tests.ui.HousesReadAllTest","Chrome","tests.ui.HousesReadAllTest","checkTableTitle"
"Проверка что на странице ReadUserWithCars присутствуют все необходимые элементы навигации и управления","6269","Проверка отображения всех элементов навигации на странице","Team three PFLB Test","Wed Aug 20 15:01:37 UTC 2025","passed","Wed Aug 20 15:01:43 UTC 2025","tests.ui.ReadUserWithCarsTest","Firefox","tests.ui.ReadUserWithCarsTest","checkUsersReadAllWithCarsNavBar"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","6168","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Wed Aug 20 15:01:48 UTC 2025","passed","Wed Aug 20 15:01:54 UTC 2025","tests.ui.ReadUserWithCarsTest","Firefox","tests.ui.ReadUserWithCarsTest","openedReadUserWithCarsPage"
"Негативный сценарий: проверка валидации нулевого возраста","11502","Система должна отклонять попытки создания пользователя с нулевым возрастом","Team three PFLB Test","Wed Aug 20 15:00:37 UTC 2025","passed","Wed Aug 20 15:00:49 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkZeroAgeValidation"
"Проверка корректного открытия страницы создания нового дома после авторизации","5842","Тест проверяет корректность открытия формы создания нового дома в системе","Team three PFLB Test","Wed Aug 20 15:02:16 UTC 2025","passed","Wed Aug 20 15:02:21 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","openedCreateNewPage"
"Позитивный сценарий создания пользователя с полным набором валидных данных","11762","Система должна успешно создавать пользователя при заполнении всех обязательных полей валидными данными","Team three PFLB Test","Wed Aug 20 15:00:23 UTC 2025","passed","Wed Aug 20 15:00:35 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkValidUserCreation"
"Проверка корректного отображения страницы UsersReadAll: 1. Видимость элементов управления 2. Наличие данных в таблице 3. Работа сортировки по ID 4. Работа сортировки по имени","16309","Комплексная проверка страницы со списком всех пользователей","Team three PFLB Test","Wed Aug 20 15:02:58 UTC 2025","passed","Wed Aug 20 15:03:15 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkOpenUsersReadAll"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","526","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 15:00:50 UTC 2025","passed","Wed Aug 20 15:00:50 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка корректности навигации к форме пополнения баланса пользователя","11201","После успешной авторизации система должна корректно открывать форму пополнения баланса","Team three PFLB Test","Wed Aug 20 15:00:29 UTC 2025","passed","Wed Aug 20 15:00:41 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","openedAddMoneyPage"
"E2E тест создания и проверки пользователя: 1. Генерация случайного пользователя 2. Создание пользователя через UI 3. Проверка его отображения в таблице UsersReadAll","55347","Проверка отображения созданного пользователя в общем списке","Team three PFLB Test","Wed Aug 20 15:01:58 UTC 2025","passed","Wed Aug 20 15:02:54 UTC 2025","tests.ui.UsersReadAllTest","Firefox","tests.ui.UsersReadAllTest","checkNewUserInTable"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","580","checkLoginNegativeCases","Team three PFLB Test","Wed Aug 20 15:00:59 UTC 2025","passed","Wed Aug 20 15:01:00 UTC 2025","tests.ui.LoginTest","Firefox","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка покупки авто. Негативный","11593","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Wed Aug 20 15:04:53 UTC 2025","passed","Wed Aug 20 15:05:04 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCarNegative"
"Проверка покупки авто","11571","Тест проверяет покупку авто","Team three PFLB Test","Wed Aug 20 15:04:39 UTC 2025","passed","Wed Aug 20 15:04:51 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCar"
"Негативный сценарий: пополнение баланса отрицательным значением","11438","Система должна отклонять попытки пополнения баланса отрицательной суммой","Team three PFLB Test","Wed Aug 20 14:59:42 UTC 2025","passed","Wed Aug 20 14:59:53 UTC 2025","tests.ui.AddMoneyTest","Firefox","tests.ui.AddMoneyTest","checkNegativeMoney"
"Проверка корректности работы поля для ввода идентификатора дома","7378","Тест проверяет функциональность поля ввода ID дома","Team three PFLB Test","Wed Aug 20 15:03:16 UTC 2025","passed","Wed Aug 20 15:03:24 UTC 2025","tests.ui.HousesReadByIdTest","Chrome","tests.ui.HousesReadByIdTest","checkInput"
"Сортировка авто по id","5963","Сортировка авто по id","Team three PFLB Test","Wed Aug 20 15:04:13 UTC 2025","passed","Wed Aug 20 15:04:19 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sortCars"
"Проверка boundary-значений для поля возраста пользователя","22634","Проверка граничных значений возраста (1 год и 123 года) при создании пользователя","Team three PFLB Test","Wed Aug 20 14:59:45 UTC 2025","passed","Wed Aug 20 15:00:07 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkMinimumAge"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","6851","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Wed Aug 20 15:01:26 UTC 2025","passed","Wed Aug 20 15:01:33 UTC 2025","tests.ui.ReadUserWithCarsTest","Firefox","tests.ui.ReadUserWithCarsTest","checkUserInTable"
"Проверка валидации при вводе значений, превышающих максимально допустимую длину","6796","Тест проверяет обработку значений, превышающих максимально допустимую длину","Team three PFLB Test","Wed Aug 20 15:01:58 UTC 2025","passed","Wed Aug 20 15:02:05 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkMoreThenMaximumValue"
"Проверка работоспособности и отклика кнопки Reload на странице HousesReadAll","472","Тест проверяет функциональность кнопки перезагрузки данных на странице","Team three PFLB Test","Wed Aug 20 15:02:26 UTC 2025","passed","Wed Aug 20 15:02:27 UTC 2025","tests.ui.HousesReadAllTest","Chrome","tests.ui.HousesReadAllTest","checkReloadButton"
"Проверка создания нового авто","6687","Тест проверяет создание нового авто","Team three PFLB Test","Wed Aug 20 15:04:21 UTC 2025","passed","Wed Aug 20 15:04:28 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCar"
"Негативный сценарий: попытка создания дома без заполнения обязательных полей","6280","Негативный тест: попытка создания дома без заполнения обязательных полей","Team three PFLB Test","Wed Aug 20 15:01:41 UTC 2025","passed","Wed Aug 20 15:01:47 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkEmptyRequiredFields"
"Негативный сценарий: создание пользователя без указания пола","11427","Проверка обязательности выбора пола при создании пользователя","Team three PFLB Test","Wed Aug 20 15:01:05 UTC 2025","passed","Wed Aug 20 15:01:16 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","createUserWithoutSexSelection"
"Проверка успешного перехода на страницу управления проживанием пользователей после авторизации","5777","Проверка корректного отображения страницы управления заселением/выселением","Team three PFLB Test","Wed Aug 20 15:03:57 UTC 2025","passed","Wed Aug 20 15:04:03 UTC 2025","tests.ui.SettleOrEvictUserTest","Chrome","tests.ui.SettleOrEvictUserTest","openedSettleOrEvictUserPage"
"Проверка валидации при вводе отрицательных значений в поля формы","6543","Тест проверяет обработку отрицательных значений в полях формы","Team three PFLB Test","Wed Aug 20 15:01:49 UTC 2025","passed","Wed Aug 20 15:01:55 UTC 2025","tests.ui.CreateHouseTest","Chrome","tests.ui.CreateHouseTest","checkInvalidValue"
"Проверка корректности навигации к форме создания пользователя","10857","После успешной авторизации система должна корректно открывать форму создания нового пользователя","Team three PFLB Test","Wed Aug 20 15:01:19 UTC 2025","passed","Wed Aug 20 15:01:29 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","openedCreateNewPage"
"Проверка создания пользователя с предельно допустимым возрастом","12304","Система должна корректно обрабатывать максимально допустимый возраст пользователя (123 года)","Team three PFLB Test","Wed Aug 20 14:59:30 UTC 2025","passed","Wed Aug 20 14:59:43 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkMaxAgeLimitValidation"
