"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Сортировка авто по id","1460","Сортировка авто по id","Team three PFLB Test","Tue Aug 19 16:50:05 UTC 2025","passed","Tue Aug 19 16:50:07 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sortCars"
"Проверка создания пользователя с предельно допустимым возрастом","21849","Система должна корректно обрабатывать максимально допустимый возраст пользователя (123 года)","Team three PFLB Test","Tue Aug 19 16:58:43 UTC 2025","failed","Tue Aug 19 16:59:05 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkMaxAgeLimitValidation"
"Негативный сценарий: проверка валидации нулевого возраста","2115","Система должна отклонять попытки создания пользователя с нулевым возрастом","Team three PFLB Test","Tue Aug 19 17:01:40 UTC 2025","passed","Tue Aug 19 17:01:42 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkZeroAgeValidation"
"Проверка продажи авто","21736","Тест проверяет продажу авто","Team three PFLB Test","Tue Aug 19 16:55:53 UTC 2025","failed","Tue Aug 19 16:56:15 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCar"
"Проверка обработки нестандартных символов в поле фамилии","22243","Проверка поддержки специальных символов и цифр в поле фамилии пользователя","Team three PFLB Test","Tue Aug 19 17:02:35 UTC 2025","failed","Tue Aug 19 17:02:57 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","createUserWithNonStandardLastName"
"Проверка что на странице ReadUserWithCars присутствуют все необходимые элементы навигации и управления","1469","Проверка отображения всех элементов навигации на странице","Team three PFLB Test","Tue Aug 19 16:47:15 UTC 2025","passed","Tue Aug 19 16:47:17 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUsersReadAllWithCarsNavBar"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","406","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 16:57:43 UTC 2025","passed","Tue Aug 19 16:57:43 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","11721","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Tue Aug 19 16:47:01 UTC 2025","failed","Tue Aug 19 16:47:13 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkUserInTable"
"Проверка покупки авто. Негативный","21847","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Tue Aug 19 16:54:40 UTC 2025","failed","Tue Aug 19 16:55:02 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","buyCarNegative"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","402","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 16:57:40 UTC 2025","passed","Tue Aug 19 16:57:40 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","412","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 16:57:37 UTC 2025","passed","Tue Aug 19 16:57:37 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Проверка boundary-значения для минимальной суммы пополнения","21760","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Tue Aug 19 16:48:12 UTC 2025","failed","Tue Aug 19 16:48:34 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkMinAndMaxMoney"
"Позитивный сценарий пополнения баланса пользователя","21796","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Tue Aug 19 16:49:33 UTC 2025","failed","Tue Aug 19 16:49:55 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkValidMoneyAddition"
"Проверка создания нового авто","22161","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 16:50:59 UTC 2025","failed","Tue Aug 19 16:51:21 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCar"
"Негативный сценарий: пополнение баланса отрицательным значением","1617","Система должна отклонять попытки пополнения баланса отрицательной суммой","Team three PFLB Test","Tue Aug 19 16:48:40 UTC 2025","passed","Tue Aug 19 16:48:42 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkNegativeMoney"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","360","checkLoginNegativeCases","Team three PFLB Test","Tue Aug 19 16:57:34 UTC 2025","passed","Tue Aug 19 16:57:34 UTC 2025","tests.ui.LoginTest","Chrome","tests.ui.LoginTest","checkLoginNegativeCases"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","1344","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Tue Aug 19 16:47:19 UTC 2025","passed","Tue Aug 19 16:47:21 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","openedReadUserWithCarsPage"
"Негативный сценарий: создание пользователя без указания имени","1967","Система должна отклонять попытку создания пользователя с пустым именем","Team three PFLB Test","Tue Aug 19 16:57:50 UTC 2025","passed","Tue Aug 19 16:57:51 UTC 2025","tests.ui.CreateUserTest","Chrome","tests.ui.CreateUserTest","checkEmptyFirstName"
"Проверка продажи авто. Негативный","22041","Тест проверяет продажу авто. Негативный","Team three PFLB Test","Tue Aug 19 16:57:07 UTC 2025","failed","Tue Aug 19 16:57:29 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","sellCarNegative"
"Проверка обработки нулевого значения при пополнении баланса","1550","Система должна корректно обрабатывать попытку пополнения на нулевую сумму","Team three PFLB Test","Tue Aug 19 16:49:57 UTC 2025","passed","Tue Aug 19 16:49:59 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","checkZeroMoney"
"Проверка создания нового авто. Негативный","22124","Тест проверяет создание нового авто","Team three PFLB Test","Tue Aug 19 16:52:13 UTC 2025","failed","Tue Aug 19 16:52:35 UTC 2025","tests.ui.CarTest","Chrome","tests.ui.CarTest","createCarNegative"
"Проверка корректности навигации к форме пополнения баланса пользователя","1303","После успешной авторизации система должна корректно открывать форму пополнения баланса","Team three PFLB Test","Tue Aug 19 16:50:01 UTC 2025","passed","Tue Aug 19 16:50:03 UTC 2025","tests.ui.AddMoneyTest","Chrome","tests.ui.AddMoneyTest","openedAddMoneyPage"
"Позитивный тест: проверка что поле ввода корректно принимает и обрабатывает вводимые данные","11847","Проверка функциональности поля ввода на странице","Team three PFLB Test","Tue Aug 19 16:46:18 UTC 2025","failed","Tue Aug 19 16:46:30 UTC 2025","tests.ui.ReadUserWithCarsTest","Chrome","tests.ui.ReadUserWithCarsTest","checkInput"
