"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Позитивный сценарий пополнения баланса пользователя","21618","Система должна успешно обрабатывать запрос на пополнение баланса при валидных данных","Team three PFLB Test","Mon Aug 18 17:15:02 UTC 2025","failed","Mon Aug 18 17:15:23 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkValidMoneyAddition"
"Проверка продажи авто","21497","Тест проверяет продажу авто","Team three PFLB Test","Mon Aug 18 17:19:06 UTC 2025","failed","Mon Aug 18 17:19:27 UTC 2025","tests.CarTest","Chrome","tests.CarTest","sellCar"
"Проверка boundary-значения для минимальной суммы пополнения","21622","Система должна корректно обрабатывать минимально допустимую сумму пополнения (0.01)","Team three PFLB Test","Mon Aug 18 17:14:08 UTC 2025","failed","Mon Aug 18 17:14:30 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkMinAndMaxMoney"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","1088","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 17:13:15 UTC 2025","passed","Mon Aug 18 17:13:16 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Позитивный тест авторизации: ввод валидного email и пароля, проверка сообщения об успешной авторизации","1095","Проверка успешной авторизации с корректными учетными данными","Team three PFLB Test","Mon Aug 18 17:13:39 UTC 2025","passed","Mon Aug 18 17:13:40 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","successfulLoginWithValidCredentials"
"Негативный сценарий: пополнение баланса отрицательным значением","1242","Система должна отклонять попытки пополнения баланса отрицательной суммой","Team three PFLB Test","Mon Aug 18 17:14:35 UTC 2025","passed","Mon Aug 18 17:14:37 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkNegativeMoney"
"Проверка покупки авто","21737","Тест проверяет покупку авто","Team three PFLB Test","Mon Aug 18 17:17:32 UTC 2025","failed","Mon Aug 18 17:17:54 UTC 2025","tests.CarTest","Chrome","tests.CarTest","buyCar"
"Проверка покупки авто. Негативный","21588","Тест проверяет покупку авто. Негативный","Team three PFLB Test","Mon Aug 18 17:18:19 UTC 2025","failed","Mon Aug 18 17:18:40 UTC 2025","tests.CarTest","Chrome","tests.CarTest","buyCarNegative"
"Комплексная проверка: поиск пользователя по ID и верификация всех его данных в таблице (личные данные и информация об автомобиле)","2169","Проверка корректного отображения данных пользователя в таблице","Team three PFLB Test","Mon Aug 18 17:13:35 UTC 2025","passed","Mon Aug 18 17:13:37 UTC 2025","tests.ReadUserWithCarsTest","Chrome","tests.ReadUserWithCarsTest","checkUserInTable"
"Проверка продажи авто. Негативный","21566","Тест проверяет продажу авто. Негативный","Team three PFLB Test","Mon Aug 18 17:19:53 UTC 2025","failed","Mon Aug 18 17:20:14 UTC 2025","tests.CarTest","Chrome","tests.CarTest","sellCarNegative"
"Проверка обработки нулевого значения при пополнении баланса","1507","Система должна корректно обрабатывать попытку пополнения на нулевую сумму","Team three PFLB Test","Mon Aug 18 17:15:25 UTC 2025","passed","Mon Aug 18 17:15:27 UTC 2025","tests.AddMoneyTest","Chrome","tests.AddMoneyTest","checkZeroMoney"
"Тест #[{index}]: user={0}, password={1}, ожидаемый alert={2}","617","checkLoginNegativeCases","Team three PFLB Test","Mon Aug 18 17:13:29 UTC 2025","passed","Mon Aug 18 17:13:30 UTC 2025","tests.LoginTest","Firefox","tests.LoginTest","checkLoginNegativeCases"
"Позитивный тест: проверка что после авторизации происходит успешный переход на страницу ReadUserWithCars по URL","1046","Проверка корректного перехода на страницу информации о пользователях с автомобилями","Team three PFLB Test","Mon Aug 18 17:13:42 UTC 2025","passed","Mon Aug 18 17:13:43 UTC 2025","tests.ReadUserWithCarsTest","Chrome","tests.ReadUserWithCarsTest","openedReadUserWithCarsPage"
